Time [s],Value,Parity Error,Framing Error
1.162225000000000,0x00,,Error
1.162237500000000,0x00,,Error
1.162250000000000,0x05,,Error
1.162264000000000,0x00,,Error
1.162276500000000,0x00,,Error
1.162289000000000,0x00,,Error
1.162301500000000,0x00,,Error
1.186118000000000,0xAA,,Error
1.186131500000000,0x00,,Error
1.186144000000000,0x14,,Error
1.186157000000000,0xAA,,Error
1.186170500000000,0x00,,Error
1.186183000000000,0x00,,Error
1.186195500000000,0x00,,Error
1.186208500000000,0xFD,,
1.186220500000000,0x00,,Error
1.186233000000000,0x10,,
1.186245000000000,0x55,,
1.186257000000000,0x00,,Error
1.210075000000000,0xAA,,Error
1.210087500000000,0xAA,,Error
1.210100000000000,0x00,,Error
1.210112500000000,0x00,,Error
1.210125000000000,0x00,,Error
1.210138000000000,0x5F,,
1.210150000000000,0x00,,Error
1.210162500000000,0x44,,
1.210175000000000,0x00,,Error
1.210189000000000,0x00,,Error
1.210202000000000,0x55,,
1.210214000000000,0x00,,Error
1.234032000000000,0xAA,,Error
1.234045500000000,0x00,,Error
1.234058000000000,0x00,,Error
1.234071000000000,0xFF,,
1.234083000000000,0x40,,
1.234095000000000,0x5F,,
1.234107000000000,0x00,,Error
1.234119500000000,0x00,,Error
1.234132000000000,0x00,,Error
1.234144500000000,0x40,,Error
1.234157000000000,0x05,,Error
1.234171000000000,0x00,,Error
1.234258000000000,0xAA,,
1.234270500000000,0x00,,
1.234283000000000,0x00,,
1.234295500000000,0x00,,
1.234308000000000,0x00,,
1.234320500000000,0x00,,
1.234333000000000,0x00,,
1.234345500000000,0x00,,
1.234358000000000,0x00,,
1.234370500000000,0x0F,,
1.234383500000000,0x00,,
1.234396000000000,0x0F,,
1.234408500000000,0x00,,
1.234421000000000,0x0F,,
1.234433500000000,0x00,,
1.234446000000000,0x0F,,
1.234458500000000,0x00,,
1.234471000000000,0xFF,,
1.234483500000000,0xFF,,
1.234496000000000,0xFF,,
1.234508500000000,0xFF,,
1.234521000000000,0xFF,,
1.234534000000000,0xFF,,
1.234546500000000,0xFF,,
1.234559000000000,0xFF,,
1.234571500000000,0xFF,,
1.234584000000000,0xFF,,
1.234596500000000,0xFF,,
1.234609000000000,0xFF,,
1.234621500000000,0xFF,,
1.234634000000000,0xFF,,
1.234646500000000,0xFF,,
1.234659000000000,0xFF,,
1.234671500000000,0xFF,,
1.234684500000000,0xFF,,
1.234697000000000,0xFF,,
1.234709500000000,0xFF,,
1.234722000000000,0xFF,,
1.234734500000000,0xFF,,
1.234747000000000,0xFF,,
1.234759500000000,0xFF,,
1.234772000000000,0xFF,,
1.234784500000000,0xFF,,
1.234797000000000,0xFF,,
1.234809500000000,0xFF,,
1.234822000000000,0xFF,,
1.234835000000000,0xFF,,
1.234847500000000,0xFF,,
1.234860000000000,0xFF,,
1.234872500000000,0xFF,,
1.234885000000000,0xFF,,
1.234897500000000,0xFF,,
1.234910000000000,0xFF,,
1.234922500000000,0xFF,,
1.234935000000000,0xFF,,
1.234947500000000,0xFF,,
1.234960000000000,0xFF,,
1.234972500000000,0x00,,Error
1.257989000000000,0xAA,,Error
1.258002500000000,0x00,,Error
1.258015000000000,0x00,,Error
1.258028000000000,0xF5,,
1.258040000000000,0x40,,
1.258052500000000,0x00,,Error
1.258066500000000,0x00,,Error
1.258079500000000,0x7D,,
1.258091500000000,0x00,,Error
1.258104000000000,0x10,,
1.258116500000000,0x01,,Error
1.258130500000000,0x00,,Error
1.281946000000000,0xAB,,Error
1.281959500000000,0x00,,Error
1.281972000000000,0x00,,Error
1.281985000000000,0x55,,
1.281997000000000,0x40,,
1.282009500000000,0x00,,Error
1.282022000000000,0x00,,Error
1.282036500000000,0x7D,,
1.282048500000000,0x00,,Error
1.282061000000000,0x00,,Error
1.282073500000000,0x00,,Error
1.282086000000000,0x00,,Error
1.305903000000000,0xFF,,Error
1.305916500000000,0x00,,Error
1.305929000000000,0x00,,Error
1.305942000000000,0x55,,
1.305954000000000,0x00,,Error
1.305966500000000,0x00,,Error
1.305979000000000,0x00,,Error
1.305993500000000,0x7D,,
1.306005500000000,0x00,,Error
1.306018000000000,0x00,,Error
1.306030500000000,0x00,,Error
1.306043000000000,0x00,,Error
1.329860000000000,0xFD,,
1.329872000000000,0x00,,Error
1.329886000000000,0x00,,Error
1.329899000000000,0x55,,
1.329911000000000,0x00,,Error
1.329923500000000,0x00,,Error
1.329936000000000,0x00,,Error
1.329948500000000,0x05,,Error
1.329962500000000,0x00,,Error
1.329975000000000,0x00,,Error
1.329987500000000,0x00,,Error
1.330000000000000,0x00,,Error
1.353817000000000,0x7D,,
1.353829000000000,0x00,,Error
1.353841500000000,0x10,,
1.353853500000000,0x55,,
1.353865500000000,0x00,,Error
1.353878500000000,0x55,,
1.353890500000000,0x00,,Error
1.353903000000000,0x10,,Error
1.353916000000000,0xFF,,
1.353928000000000,0x40,,
1.353940000000000,0x5F,,
1.353952000000000,0x00,,Error
1.353964500000000,0x00,,Error
1.377774000000000,0x7D,,
1.377786000000000,0x00,,Error
1.377798500000000,0x10,,
1.377811000000000,0x01,,Error
1.377825000000000,0x00,,Error
1.377837500000000,0x00,,Error
1.377850000000000,0x00,,Error
1.377862500000000,0x00,,Error
1.377875000000000,0x00,,Error
1.377887500000000,0x50,,Error
1.377900500000000,0xAA,,Error
1.377914000000000,0x00,,Error
1.401731000000000,0x7D,,
1.401743000000000,0x00,,Error
1.401755500000000,0x00,,Error
